t,g,f,prop
14,0.053614590199956055,3,0.0015381234893430016
14,0.053614590199956055,4,0.00021973192704900023
15,0.05471324983520105,0,0.9512195121951219
15,0.05471324983520105,1,0.04482531311799604
15,0.05471324983520105,2,0.002197319270490002
15,0.05471324983520105,3,0.0015381234893430016
15,0.05471324983520105,4,0.00021973192704900023
16,0.05603164139749506,0,0.950999780268073
16,0.05603164139749506,1,0.044166117336849046
16,0.05603164139749506,2,0.0030762469786860033
16,0.05603164139749506,3,0.0013183915622940012
16,0.05603164139749506,4,0.00043946385409800046
17,0.057130301032740055,0,0.950999780268073
17,0.057130301032740055,1,0.044166117336849046
17,0.057130301032740055,2,0.002197319270490002
17,0.057130301032740055,3,0.002197319270490002
17,0.057130301032740055,4,0.00021973192704900023
17,0.057130301032740055,5,0.00021973192704900023
18,0.05778949681388706,0,0.950999780268073
18,0.05778949681388706,1,0.044166117336849046
18,0.05778949681388706,2,0.002197319270490002
18,0.05778949681388706,3,0.0017578554163920018
18,0.05778949681388706,4,0.0006591957811470006
18,0.05778949681388706,5,0.0
18,0.05778949681388706,6,0.00021973192704900023
19,0.05844869259503406,0,0.9507800483410239
19,0.05844869259503406,1,0.04438584926389805
19,0.05844869259503406,2,0.002197319270490002
19,0.05844869259503406,3,0.0017578554163920018
19,0.05844869259503406,4,0.00043946385409800046
19,0.05844869259503406,5,0.00021973192704900023
19,0.05844869259503406,6,0.0
19,0.05844869259503406,7,0.00021973192704900023
20,0.05888815644913206,0,0.950560316413975
20,0.05888815644913206,1,0.04438584926389805
20,0.05888815644913206,2,0.0024170511975390024
20,0.05888815644913206,3,0.0017578554163920018
20,0.05888815644913206,4,0.00043946385409800046
20,0.05888815644913206,5,0.00021973192704900023
20,0.05888815644913206,6,0.0
20,0.05888815644913206,7,0.00021973192704900023
21,0.06174467150076906,0,0.9492419248516809
21,0.06174467150076906,1,0.04460558119094704
21,0.06174467150076906,2,0.0032959789057350032
21,0.06174467150076906,3,0.001977587343441002
21,0.06174467150076906,4,0.00021973192704900023
21,0.06174467150076906,5,0.00043946385409800046
21,0.06174467150076906,6,0.0
21,0.06174467150076906,7,0.00021973192704900023
22,0.06789716545814106,0,0.94506701823775
22,0.06789716545814106,1,0.04790156009668205
22,0.06789716545814106,2,0.0035157108327840037
22,0.06789716545814106,3,0.002197319270490002
22,0.06789716545814106,4,0.0006591957811470006
22,0.06789716545814106,5,0.00043946385409800046
22,0.06789716545814106,6,0.0
22,0.06789716545814106,7,0.00021973192704900023
23,0.07053394858272907,0,0.9437486266754559
23,0.07053394858272907,1,0.04878048780487805
23,0.07053394858272907,2,0.0037354427598330037
23,0.07053394858272907,3,0.002197319270490002
23,0.07053394858272907,4,0.0006591957811470006
23,0.07053394858272907,5,0.0006591957811470006
23,0.07053394858272907,6,0.0
23,0.07053394858272907,7,0.0
23,0.07053394858272907,8,0.00021973192704900023
24,0.07536805097780708,0,0.941551307404966
24,0.07536805097780708,1,0.049439683586025046
24,0.07536805097780708,2,0.005273566249176005
24,0.07536805097780708,3,0.0013183915622940012
24,0.07536805097780708,4,0.0015381234893430016
24,0.07536805097780708,5,0.00043946385409800046
24,0.07536805097780708,6,0.00021973192704900023
24,0.07536805097780708,7,0.0
24,0.07536805097780708,8,0.00021973192704900023
25,0.07646671061305207,0,0.9413315754779169
25,0.07646671061305207,1,0.049439683586025046
25,0.07646671061305207,2,0.005273566249176005
25,0.07646671061305207,3,0.0015381234893430016
25,0.07646671061305207,4,0.0013183915622940012
25,0.07646671061305207,5,0.0006591957811470006
25,0.07646671061305207,6,0.0
25,0.07646671061305207,7,0.00021973192704900023
25,0.07646671061305207,8,0.00021973192704900023
26,0.08239947264337508,0,0.937596132718084
26,0.08239947264337508,1,0.051417270929466054
26,0.08239947264337508,2,0.0068116897385190065
26,0.08239947264337508,3,0.0017578554163920018
26,0.08239947264337508,4,0.001098659635245001
26,0.08239947264337508,5,0.0008789277081960009
26,0.08239947264337508,6,0.0
26,0.08239947264337508,7,0.00021973192704900023
26,0.08239947264337508,8,0.00021973192704900023
27,0.08547571962206109,0,0.9353988134475939
27,0.08547571962206109,1,0.05295539441880905
27,0.08547571962206109,2,0.007470885519666007
27,0.08547571962206109,3,0.0017578554163920018
27,0.08547571962206109,4,0.001098659635245001
27,0.08547571962206109,5,0.0008789277081960009
27,0.08547571962206109,6,0.0
27,0.08547571962206109,7,0.0
27,0.08547571962206109,8,0.00043946385409800046
28,0.08635464733025709,0,0.934739617666447
28,0.08635464733025709,1,0.053614590199956055
28,0.08635464733025709,2,0.007470885519666007
28,0.08635464733025709,3,0.0017578554163920018
28,0.08635464733025709,4,0.001098659635245001
28,0.08635464733025709,5,0.0008789277081960009
28,0.08635464733025709,6,0.0
28,0.08635464733025709,7,0.0
28,0.08635464733025709,8,0.00021973192704900023
28,0.08635464733025709,9,0.00021973192704900023
29,0.08679411118435508,0,0.934300153812349
29,0.08679411118435508,1,0.05405405405405406
29,0.08679411118435508,2,0.007470885519666007
29,0.08679411118435508,3,0.0017578554163920018
29,0.08679411118435508,4,0.001098659635245001
29,0.08679411118435508,5,0.0008789277081960009
29,0.08679411118435508,6,0.0
29,0.08679411118435508,7,0.0
29,0.08679411118435508,8,0.00021973192704900023
29,0.08679411118435508,9,0.00021973192704900023
30,0.08745330696550209,0,0.934300153812349
30,0.08745330696550209,1,0.053394858272907054
30,0.08745330696550209,2,0.008130081300813009
30,0.08745330696550209,3,0.0017578554163920018
30,0.08745330696550209,4,0.001098659635245001
30,0.08745330696550209,5,0.0008789277081960009
30,0.08745330696550209,6,0.0
30,0.08745330696550209,7,0.0
30,0.08745330696550209,8,0.00021973192704900023
30,0.08745330696550209,9,0.00021973192704900023
31,0.08811250274664909,0,0.9338606899582509
31,0.08811250274664909,1,0.053834322127005056
31,0.08811250274664909,2,0.007910349373764008
31,0.08811250274664909,3,0.001977587343441002
31,0.08811250274664909,4,0.001098659635245001
31,0.08811250274664909,5,0.0008789277081960009
31,0.08811250274664909,6,0.0
31,0.08811250274664909,7,0.0
31,0.08811250274664909,8,0.00021973192704900023
31,0.08811250274664909,9,0.00021973192704900023
32,0.0887716985277961,0,0.933640958031202
32,0.0887716985277961,1,0.05405405405405406
32,0.0887716985277961,2,0.007690617446715007
32,0.0887716985277961,3,0.001977587343441002
32,0.0887716985277961,4,0.0013183915622940012
32,0.0887716985277961,5,0.0008789277081960009
32,0.0887716985277961,6,0.0
32,0.0887716985277961,7,0.0
32,0.0887716985277961,8,0.00021973192704900023
32,0.0887716985277961,9,0.00021973192704900023
33,0.09009009009009009,0,0.9329817622500549
33,0.09009009009009009,1,0.05427378598110305
33,0.09009009009009009,2,0.007910349373764008
33,0.09009009009009009,3,0.002197319270490002
33,0.09009009009009009,4,0.0013183915622940012
33,0.09009009009009009,5,0.0008789277081960009
33,0.09009009009009009,6,0.0
33,0.09009009009009009,7,0.0
33,0.09009009009009009,8,0.00021973192704900023
33,0.09009009009009009,9,0.00021973192704900023
34,0.0922874093605801,0,0.9314436387607119
34,0.0922874093605801,1,0.055152713689299054
34,0.0922874093605801,2,0.008569545154911009
34,0.0922874093605801,3,0.002197319270490002
34,0.0922874093605801,4,0.0013183915622940012
34,0.0922874093605801,5,0.0008789277081960009
34,0.0922874093605801,6,0.0
34,0.0922874093605801,7,0.0
34,0.0922874093605801,8,0.00021973192704900023
34,0.0922874093605801,9,0.00021973192704900023
35,0.0942649967040211,0,0.9301252471984179
35,0.0942649967040211,1,0.05603164139749506
35,0.0942649967040211,2,0.008789277081960008
35,0.0942649967040211,3,0.0024170511975390024
35,0.0942649967040211,4,0.0013183915622940012
35,0.0942649967040211,5,0.0008789277081960009
35,0.0942649967040211,6,0.0
35,0.0942649967040211,7,0.0
35,0.0942649967040211,8,0.00021973192704900023
35,0.0942649967040211,9,0.00021973192704900023
36,0.0966820479015601,0,0.9283673917820259
36,0.0966820479015601,1,0.057350032959789056
36,0.0966820479015601,2,0.00922874093605801
36,0.0966820479015601,3,0.0024170511975390024
36,0.0966820479015601,4,0.001098659635245001
36,0.0966820479015601,5,0.001098659635245001
36,0.0966820479015601,6,0.0
36,0.0966820479015601,7,0.0
36,0.0966820479015601,8,0.00021973192704900023
36,0.0966820479015601,9,0.00021973192704900023
37,0.10876730388925511,0,0.9180399912107229
37,0.10876730388925511,1,0.06591957811470006
37,0.10876730388925511,2,0.010986596352450011
37,0.10876730388925511,3,0.0024170511975390024
37,0.10876730388925511,4,0.001098659635245001
37,0.10876730388925511,5,0.001098659635245001
37,0.10876730388925511,6,0.0
37,0.10876730388925511,7,0.0
37,0.10876730388925511,8,0.00021973192704900023
37,0.10876730388925511,9,0.00021973192704900023
38,0.11491979784662712,0,0.9132058888156449
38,0.11491979784662712,1,0.06987475280158208
38,0.11491979784662712,2,0.011645792133597012
38,0.11491979784662712,3,0.0024170511975390024
38,0.11491979784662712,4,0.0013183915622940012
38,0.11491979784662712,5,0.001098659635245001
38,0.11491979784662712,6,0.0
38,0.11491979784662712,7,0.0
38,0.11491979784662712,8,0.00021973192704900023
38,0.11491979784662712,9,0.00021973192704900023
39,0.12326961107448912,0,0.9070533948582729
39,0.12326961107448912,1,0.07448912326961107
39,0.12326961107448912,2,0.012744451768842013
39,0.12326961107448912,3,0.002856515051637003
39,0.12326961107448912,4,0.001098659635245001
39,0.12326961107448912,5,0.0013183915622940012
39,0.12326961107448912,6,0.0
39,0.12326961107448912,7,0.0
39,0.12326961107448912,8,0.00021973192704900023
39,0.12326961107448912,9,0.00021973192704900023
40,0.13008130081300814,0,0.9041968798066359
40,0.13008130081300814,1,0.07514831905075807
40,0.13008130081300814,2,0.013843111404087014
40,0.13008130081300814,3,0.0037354427598330037
40,0.13008130081300814,4,0.001098659635245001
40,0.13008130081300814,5,0.0013183915622940012
40,0.13008130081300814,6,0.00021973192704900023
40,0.13008130081300814,7,0.0
40,0.13008130081300814,8,0.00021973192704900023
40,0.13008130081300814,9,0.00021973192704900023
41,0.13205888815644914,0,0.903537684025489
41,0.13205888815644914,1,0.07492858712370908
41,0.13205888815644914,2,0.014502307185234015
41,0.13205888815644914,3,0.0037354427598330037
41,0.13205888815644914,4,0.0013183915622940012
41,0.13205888815644914,5,0.0013183915622940012
41,0.13205888815644914,6,0.00021973192704900023
41,0.13205888815644914,7,0.0
41,0.13205888815644914,8,0.00021973192704900023
41,0.13205888815644914,9,0.00021973192704900023
42,0.14458360799824213,0,0.8945286750164799
42,0.14458360799824213,1,0.08152054493517909
42,0.14458360799824213,2,0.016260162601626018
42,0.14458360799824213,3,0.004394638540980004
42,0.14458360799824213,4,0.0013183915622940012
42,0.14458360799824213,5,0.001098659635245001
42,0.14458360799824213,6,0.00043946385409800046
42,0.14458360799824213,7,0.0
42,0.14458360799824213,8,0.00021973192704900023
42,0.14458360799824213,9,0.0
42,0.14458360799824213,10,0.00021973192704900023
43,0.14480333992529115,0,0.8945286750164799
43,0.14480333992529115,1,0.08130081300813008
43,0.14480333992529115,2,0.016479894528675015
43,0.14480333992529115,3,0.004394638540980004
43,0.14480333992529115,4,0.0013183915622940012
43,0.14480333992529115,5,0.001098659635245001
43,0.14480333992529115,6,0.00043946385409800046
43,0.14480333992529115,7,0.0
43,0.14480333992529115,8,0.00021973192704900023
43,0.14480333992529115,9,0.0
43,0.14480333992529115,10,0.00021973192704900023
44,0.14590199956053615,0,0.8938694792353329
44,0.14590199956053615,1,0.08152054493517909
44,0.14590199956053615,2,0.016919358382773017
44,0.14590199956053615,3,0.004394638540980004
44,0.14590199956053615,4,0.0013183915622940012
44,0.14590199956053615,5,0.001098659635245001
44,0.14590199956053615,6,0.00043946385409800046
44,0.14590199956053615,7,0.0
44,0.14590199956053615,8,0.00021973192704900023
44,0.14590199956053615,9,0.0
44,0.14590199956053615,10,0.00021973192704900023
45,0.14612173148758514,0,0.8938694792353329
45,0.14612173148758514,1,0.08152054493517909
45,0.14612173148758514,2,0.016699626455724016
45,0.14612173148758514,3,0.004614370468029005
45,0.14612173148758514,4,0.0013183915622940012
45,0.14612173148758514,5,0.001098659635245001
45,0.14612173148758514,6,0.00043946385409800046
45,0.14612173148758514,7,0.0
45,0.14612173148758514,8,0.00021973192704900023
45,0.14612173148758514,9,0.0
45,0.14612173148758514,10,0.00021973192704900023
46,0.14656119534168316,0,0.8938694792353329
46,0.14656119534168316,1,0.08152054493517909
46,0.14656119534168316,2,0.016699626455724016
46,0.14656119534168316,3,0.004394638540980004
46,0.14656119534168316,4,0.0015381234893430016
46,0.14656119534168316,5,0.001098659635245001
46,0.14656119534168316,6,0.00043946385409800046
46,0.14656119534168316,7,0.0
46,0.14656119534168316,8,0.00021973192704900023
46,0.14656119534168316,9,0.0
46,0.14656119534168316,10,0.0
46,0.14656119534168316,11,0.00021973192704900023
47,0.14678092726873215,0,0.8938694792353329
47,0.14678092726873215,1,0.08152054493517909
47,0.14678092726873215,2,0.016699626455724016
47,0.14678092726873215,3,0.004394638540980004
47,0.14678092726873215,4,0.0013183915622940012
47,0.14678092726873215,5,0.0013183915622940012
47,0.14678092726873215,6,0.00043946385409800046
47,0.14678092726873215,7,0.0
47,0.14678092726873215,8,0.00021973192704900023
47,0.14678092726873215,9,0.0
47,0.14678092726873215,10,0.0
47,0.14678092726873215,11,0.00021973192704900023
48,0.14765985497692816,0,0.893649747308284
48,0.14765985497692816,1,0.08130081300813008
48,0.14765985497692816,2,0.017139090309822018
48,0.14765985497692816,3,0.004174906613931004
48,0.14765985497692816,4,0.0015381234893430016
48,0.14765985497692816,5,0.0013183915622940012
48,0.14765985497692816,6,0.00043946385409800046
48,0.14765985497692816,7,0.0
48,0.14765985497692816,8,0.00021973192704900023
48,0.14765985497692816,9,0.0
48,0.14765985497692816,10,0.0
48,0.14765985497692816,11,0.00021973192704900023
49,0.14831905075807514,0,0.8934300153812349
49,0.14831905075807514,1,0.08152054493517909
49,0.14831905075807514,2,0.016919358382773017
49,0.14831905075807514,3,0.004394638540980004
49,0.14831905075807514,4,0.0015381234893430016
49,0.14831905075807514,5,0.001098659635245001
49,0.14831905075807514,6,0.0006591957811470006
49,0.14831905075807514,7,0.0
49,0.14831905075807514,8,0.00021973192704900023
49,0.14831905075807514,9,0.0
49,0.14831905075807514,10,0.0
49,0.14831905075807514,11,0.00021973192704900023
50,0.14875851461217315,0,0.8934300153812349
50,0.14875851461217315,1,0.08152054493517909
50,0.14875851461217315,2,0.016699626455724016
50,0.14875851461217315,3,0.004394638540980004
50,0.14875851461217315,4,0.0017578554163920018
50,0.14875851461217315,5,0.001098659635245001
50,0.14875851461217315,6,0.0006591957811470006
50,0.14875851461217315,7,0.0
50,0.14875851461217315,8,0.00021973192704900023
50,0.14875851461217315,9,0.0
50,0.14875851461217315,10,0.0
50,0.14875851461217315,11,0.00021973192704900023
51,0.14963744232036916,0,0.8934300153812349
51,0.14963744232036916,1,0.08108108108108109
51,0.14963744232036916,2,0.017139090309822018
51,0.14963744232036916,3,0.004394638540980004
51,0.14963744232036916,4,0.0015381234893430016
51,0.14963744232036916,5,0.0013183915622940012
51,0.14963744232036916,6,0.00043946385409800046
51,0.14963744232036916,7,0.00021973192704900023
51,0.14963744232036916,8,0.00021973192704900023
51,0.14963744232036916,9,0.0
51,0.14963744232036916,10,0.0
51,0.14963744232036916,11,0.00021973192704900023
52,0.15051637002856516,0,0.8932102834541858
52,0.15051637002856516,1,0.08130081300813008
52,0.15051637002856516,2,0.016919358382773017
52,0.15051637002856516,3,0.004614370468029005
52,0.15051637002856516,4,0.0015381234893430016
52,0.15051637002856516,5,0.001098659635245001
52,0.15051637002856516,6,0.0006591957811470006
52,0.15051637002856516,7,0.0
52,0.15051637002856516,8,0.00043946385409800046
52,0.15051637002856516,9,0.0
52,0.15051637002856516,10,0.0
52,0.15051637002856516,11,0.00021973192704900023
53,0.15161502966381016,0,0.8932102834541858
53,0.15161502966381016,1,0.08108108108108109
53,0.15161502966381016,2,0.016919358382773017
53,0.15161502966381016,3,0.004614370468029005
53,0.15161502966381016,4,0.0017578554163920018
53,0.15161502966381016,5,0.001098659635245001
53,0.15161502966381016,6,0.00043946385409800046
53,0.15161502966381016,7,0.00021973192704900023
53,0.15161502966381016,8,0.00021973192704900023
53,0.15161502966381016,9,0.00021973192704900023
53,0.15161502966381016,10,0.0
53,0.15161502966381016,11,0.00021973192704900023
54,0.15425181278839814,0,0.8921116238189409
54,0.15425181278839814,1,0.08130081300813008
54,0.15425181278839814,2,0.01735882223687102
54,0.15425181278839814,3,0.005053834322127005
54,0.15425181278839814,4,0.0017578554163920018
54,0.15425181278839814,5,0.0008789277081960009
54,0.15425181278839814,6,0.0006591957811470006
54,0.15425181278839814,7,0.00021973192704900023
54,0.15425181278839814,8,0.00021973192704900023
54,0.15425181278839814,9,0.00021973192704900023
54,0.15425181278839814,10,0.0
54,0.15425181278839814,11,0.00021973192704900023
55,0.17292902658756318,0,0.8789277081960009
55,0.17292902658756318,1,0.0903098220171391
55,0.17292902658756318,2,0.02065480114260602
55,0.17292902658756318,3,0.005713030103274006
55,0.17292902658756318,4,0.001977587343441002
55,0.17292902658756318,5,0.0008789277081960009
55,0.17292902658756318,6,0.00043946385409800046
55,0.17292902658756318,7,0.00043946385409800046
55,0.17292902658756318,8,0.00021973192704900023
55,0.17292902658756318,9,0.00021973192704900023
55,0.17292902658756318,10,0.0
55,0.17292902658756318,11,0.00021973192704900023
56,0.17776312898264118,0,0.8756317292902659
56,0.17776312898264118,1,0.09294660514172709
56,0.17776312898264118,2,0.020874533069655022
56,0.17776312898264118,3,0.0061524939573720065
56,0.17776312898264118,4,0.0015381234893430016
56,0.17776312898264118,5,0.0013183915622940012
56,0.17776312898264118,6,0.00043946385409800046
56,0.17776312898264118,7,0.00043946385409800046
56,0.17776312898264118,8,0.00021973192704900023
56,0.17776312898264118,9,0.00021973192704900023
56,0.17776312898264118,10,0.0
56,0.17776312898264118,11,0.00021973192704900023
57,0.17798286090969018,0,0.8756317292902659
57,0.17798286090969018,1,0.0927268732146781
57,0.17798286090969018,2,0.02109426499670402
57,0.17798286090969018,3,0.0061524939573720065
57,0.17798286090969018,4,0.0015381234893430016
57,0.17798286090969018,5,0.0013183915622940012
57,0.17798286090969018,6,0.00043946385409800046
57,0.17798286090969018,7,0.00043946385409800046
57,0.17798286090969018,8,0.00021973192704900023
57,0.17798286090969018,9,0.00021973192704900023
57,0.17798286090969018,10,0.0
57,0.17798286090969018,11,0.00021973192704900023
58,0.1795209843990332,0,0.8751922654361679
58,0.1795209843990332,1,0.09294660514172709
58,0.1795209843990332,2,0.02131399692375302
58,0.1795209843990332,3,0.005713030103274006
58,0.1795209843990332,4,0.001977587343441002
58,0.1795209843990332,5,0.001098659635245001
58,0.1795209843990332,6,0.0006591957811470006
58,0.1795209843990332,7,0.00021973192704900023
58,0.1795209843990332,8,0.00043946385409800046
58,0.1795209843990332,9,0.00021973192704900023
58,0.1795209843990332,10,0.0
58,0.1795209843990332,11,0.00021973192704900023
59,0.17974071632608218,0,0.8749725335091189
59,0.17974071632608218,1,0.0931663370687761
59,0.17974071632608218,2,0.02131399692375302
59,0.17974071632608218,3,0.005713030103274006
59,0.17974071632608218,4,0.001977587343441002
59,0.17974071632608218,5,0.001098659635245001
59,0.17974071632608218,6,0.0006591957811470006
59,0.17974071632608218,7,0.00021973192704900023
59,0.17974071632608218,8,0.00043946385409800046
59,0.17974071632608218,9,0.00021973192704900023
59,0.17974071632608218,10,0.0
59,0.17974071632608218,11,0.00021973192704900023
60,0.18303669523181718,0,0.8727752142386289
60,0.18303669523181718,1,0.09492419248516809
60,0.18303669523181718,2,0.021753460777851022
60,0.18303669523181718,3,0.005273566249176005
60,0.18303669523181718,4,0.0024170511975390024
60,0.18303669523181718,5,0.001098659635245001
60,0.18303669523181718,6,0.00043946385409800046
60,0.18303669523181718,7,0.00043946385409800046
60,0.18303669523181718,8,0.00043946385409800046
60,0.18303669523181718,9,0.00021973192704900023
60,0.18303669523181718,10,0.0
60,0.18303669523181718,11,0.00021973192704900023
61,0.18699186991869918,0,0.8705778949681389
61,0.18699186991869918,1,0.0962425840474621
61,0.18699186991869918,2,0.02241265655899802
61,0.18699186991869918,3,0.005053834322127005
61,0.18699186991869918,4,0.0026367831245880024
61,0.18699186991869918,5,0.0013183915622940012
61,0.18699186991869918,6,0.00043946385409800046
61,0.18699186991869918,7,0.00043946385409800046
61,0.18699186991869918,8,0.00043946385409800046
61,0.18699186991869918,9,0.00021973192704900023
61,0.18699186991869918,10,0.0
61,0.18699186991869918,11,0.00021973192704900023
62,0.19094704460558118,0,0.8681608437705999
62,0.19094704460558118,1,0.0977807075368051
62,0.19094704460558118,2,0.022852120413096023
62,0.19094704460558118,3,0.005493298176225006
62,0.19094704460558118,4,0.0026367831245880024
62,0.19094704460558118,5,0.001098659635245001
62,0.19094704460558118,6,0.0006591957811470006
62,0.19094704460558118,7,0.00043946385409800046
62,0.19094704460558118,8,0.00043946385409800046
62,0.19094704460558118,9,0.00021973192704900023
62,0.19094704460558118,10,0.0
62,0.19094704460558118,11,0.00021973192704900023
63,0.2032520325203252,0,0.8587123709074929
63,0.2032520325203252,1,0.1045923972753241
63,0.2032520325203252,2,0.025269171610635025
63,0.2032520325203252,3,0.005713030103274006
63,0.2032520325203252,4,0.0026367831245880024
63,0.2032520325203252,5,0.001098659635245001
63,0.2032520325203252,6,0.0006591957811470006
63,0.2032520325203252,7,0.00043946385409800046
63,0.2032520325203252,8,0.00043946385409800046
63,0.2032520325203252,9,0.00021973192704900023
63,0.2032520325203252,10,0.0
63,0.2032520325203252,11,0.00021973192704900023
64,0.2080861349154032,0,0.8554163920017579
64,0.2080861349154032,1,0.10678971654581411
64,0.2080861349154032,2,0.026148099318831025
64,0.2080861349154032,3,0.005932762030323006
64,0.2080861349154032,4,0.0026367831245880024
64,0.2080861349154032,5,0.0008789277081960009
64,0.2080861349154032,6,0.0008789277081960009
64,0.2080861349154032,7,0.00043946385409800046
64,0.2080861349154032,8,0.00043946385409800046
64,0.2080861349154032,9,0.00021973192704900023
64,0.2080861349154032,10,0.0
64,0.2080861349154032,11,0.00021973192704900023
65,0.2087453306965502,0,0.8554163920017579
65,0.2087453306965502,1,0.10635025269171611
65,0.2087453306965502,2,0.026587563172929027
65,0.2087453306965502,3,0.005932762030323006
65,0.2087453306965502,4,0.0026367831245880024
65,0.2087453306965502,5,0.0008789277081960009
65,0.2087453306965502,6,0.0006591957811470006
65,0.2087453306965502,7,0.0006591957811470006
65,0.2087453306965502,8,0.00043946385409800046
65,0.2087453306965502,9,0.00021973192704900023
65,0.2087453306965502,10,0.0
65,0.2087453306965502,11,0.00021973192704900023
66,0.2091847945506482,0,0.8554163920017579
66,0.2091847945506482,1,0.10635025269171611
66,0.2091847945506482,2,0.026148099318831025
66,0.2091847945506482,3,0.0063722258844210065
66,0.2091847945506482,4,0.0026367831245880024
66,0.2091847945506482,5,0.0008789277081960009
66,0.2091847945506482,6,0.0006591957811470006
66,0.2091847945506482,7,0.0006591957811470006
66,0.2091847945506482,8,0.00043946385409800046
66,0.2091847945506482,9,0.00021973192704900023
66,0.2091847945506482,10,0.0
66,0.2091847945506482,11,0.00021973192704900023
67,0.20940452647769722,0,0.8554163920017579
67,0.20940452647769722,1,0.1061305207646671
67,0.20940452647769722,2,0.026367831245880026
67,0.20940452647769722,3,0.0063722258844210065
67,0.20940452647769722,4,0.0026367831245880024
67,0.20940452647769722,5,0.0008789277081960009
67,0.20940452647769722,6,0.0006591957811470006
67,0.20940452647769722,7,0.0006591957811470006
67,0.20940452647769722,8,0.00043946385409800046
67,0.20940452647769722,9,0.00021973192704900023
67,0.20940452647769722,10,0.0
67,0.20940452647769722,11,0.00021973192704900023
68,0.20962425840474622,0,0.8554163920017579
68,0.20962425840474622,1,0.1061305207646671
68,0.20962425840474622,2,0.026367831245880026
68,0.20962425840474622,3,0.0061524939573720065
68,0.20962425840474622,4,0.002856515051637003
68,0.20962425840474622,5,0.0008789277081960009
68,0.20962425840474622,6,0.0006591957811470006
68,0.20962425840474622,7,0.0006591957811470006
68,0.20962425840474622,8,0.00043946385409800046
68,0.20962425840474622,9,0.00021973192704900023
68,0.20962425840474622,10,0.0
68,0.20962425840474622,11,0.00021973192704900023
69,0.2098439903317952,0,0.8554163920017579
69,0.2098439903317952,1,0.1061305207646671
69,0.2098439903317952,2,0.026367831245880026
69,0.2098439903317952,3,0.0061524939573720065
69,0.2098439903317952,4,0.0026367831245880024
69,0.2098439903317952,5,0.001098659635245001
69,0.2098439903317952,6,0.0006591957811470006
69,0.2098439903317952,7,0.0006591957811470006
69,0.2098439903317952,8,0.00043946385409800046
69,0.2098439903317952,9,0.00021973192704900023
69,0.2098439903317952,10,0.0
69,0.2098439903317952,11,0.00021973192704900023
70,0.2098439903317952,0,0.8554163920017579
70,0.2098439903317952,1,0.1061305207646671
70,0.2098439903317952,2,0.026367831245880026
70,0.2098439903317952,3,0.0061524939573720065
70,0.2098439903317952,4,0.0026367831245880024
70,0.2098439903317952,5,0.001098659635245001
70,0.2098439903317952,6,0.0006591957811470006
70,0.2098439903317952,7,0.0006591957811470006
70,0.2098439903317952,8,0.00043946385409800046
70,0.2098439903317952,9,0.00021973192704900023
70,0.2098439903317952,10,0.0
70,0.2098439903317952,11,0.00021973192704900023
71,0.2098439903317952,0,0.8554163920017579
71,0.2098439903317952,1,0.1061305207646671
71,0.2098439903317952,2,0.026367831245880026
71,0.2098439903317952,3,0.0061524939573720065
